date,client_id,campaign_id,ad_id,creative_id,spend,impressions,clicks,landing_page_views,add_to_carts,purchases,revenue,data_type
2026-08-26,brio,brio_cmp_002,brio_ad_008,brio_cr_008,29.29,1863,18,17,3,0,0,demo_synthetic
2026-08-27,brio,brio_cmp_002,brio_ad_008,brio_cr_008,33.61,2222,36,32,2,0,0,demo_synthetic
2026-08-28,brio,brio_cmp_002,brio_ad_008,brio_cr_008,29.97,1915,21,20,0,0,0,demo_synthetic
2026-08-29,brio,brio_cmp_002,brio_ad_008,brio_cr_008,34.05,2314,40,32,2,0,0,demo_synthetic
2026-08-30,brio,brio_cmp_002,brio_ad_008,brio_cr_008,27.1,1838,20,17,1,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_002,brio_ad_008,brio_cr_008,40.76,2750,55,47,1,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_002,brio_ad_008,brio_cr_008,33.03,2333,41,36,4,0,0,demo_synthetic
2026-09-02,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.72,2051,27,22,1,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_002,brio_ad_008,brio_cr_008,29.92,1717,31,31,2,0,0,demo_synthetic
2026-09-04,brio,brio_cmp_002,brio_ad_008,brio_cr_008,29.98,1998,44,42,2,0,0,demo_synthetic
2026-09-05,brio,brio_cmp_002,brio_ad_008,brio_cr_008,35.14,2550,48,47,4,1,272.78,demo_synthetic
2026-09-06,brio,brio_cmp_002,brio_ad_008,brio_cr_008,34.63,2229,40,39,3,0,0,demo_synthetic
2026-09-07,brio,brio_cmp_002,brio_ad_008,brio_cr_008,28.02,1632,24,24,0,0,0,demo_synthetic
2026-09-08,brio,brio_cmp_002,brio_ad_008,brio_cr_008,25.79,1919,40,37,0,1,314.19,demo_synthetic
2026-09-09,brio,brio_cmp_002,brio_ad_008,brio_cr_008,32.06,2125,38,38,1,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_002,brio_ad_008,brio_cr_008,29.11,1939,30,25,1,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_002,brio_ad_008,brio_cr_008,30.61,1952,45,43,3,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_002,brio_ad_008,brio_cr_008,29.43,2128,39,35,2,0,0,demo_synthetic
2026-09-13,brio,brio_cmp_002,brio_ad_008,brio_cr_008,32.97,1980,30,29,6,0,0,demo_synthetic
2026-07-16,brio,brio_cmp_003,brio_ad_009,brio_cr_009,42.05,2761,31,29,0,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_003,brio_ad_009,brio_cr_009,58.1,3858,59,52,3,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_003,brio_ad_009,brio_cr_009,54.51,4042,84,72,2,0,0,demo_synthetic
2026-07-19,brio,brio_cmp_003,brio_ad_009,brio_cr_009,41.77,2825,48,39,2,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_003,brio_ad_009,brio_cr_009,58.6,4018,70,65,4,0,0,demo_synthetic
2026-07-21,brio,brio_cmp_003,brio_ad_009,brio_cr_009,50.63,4005,71,63,2,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_003,brio_ad_009,brio_cr_009,52.42,3214,47,44,1,0,0,demo_synthetic
2026-07-23,brio,brio_cmp_003,brio_ad_009,brio_cr_009,65.72,4359,52,50,0,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_003,brio_ad_009,brio_cr_009,40.34,2750,35,31,0,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_003,brio_ad_009,brio_cr_009,64.38,4820,86,85,1,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_003,brio_ad_009,brio_cr_009,57.53,3736,67,64,6,0,0,demo_synthetic
2026-07-27,brio,brio_cmp_003,brio_ad_009,brio_cr_009,57.99,3765,67,64,0,1,463.93,demo_synthetic
2026-07-28,brio,brio_cmp_003,brio_ad_009,brio_cr_009,57.87,4253,65,57,3,0,0,demo_synthetic
2026-07-29,brio,brio_cmp_003,brio_ad_009,brio_cr_009,58.12,3833,60,54,4,0,0,demo_synthetic
2026-07-30,brio,brio_cmp_003,brio_ad_009,brio_cr_009,46.18,3532,71,67,7,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_003,brio_ad_009,brio_cr_009,56.47,3122,43,39,1,1,438.83,demo_synthetic
2026-08-01,brio,brio_cmp_003,brio_ad_009,brio_cr_009,59.81,4309,72,71,4,0,0,demo_synthetic
2026-08-02,brio,brio_cmp_003,brio_ad_009,brio_cr_009,66.1,4134,72,69,2,1,505.24,demo_synthetic
2026-08-03,brio,brio_cmp_003,brio_ad_009,brio_cr_009,34.32,2354,42,38,5,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_003,brio_ad_009,brio_cr_009,60.84,4651,66,58,8,1,570.38,demo_synthetic
2026-08-05,brio,brio_cmp_003,brio_ad_009,brio_cr_009,57.09,3664,49,49,7,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_003,brio_ad_009,brio_cr_009,55.47,3555,53,49,3,1,508.94,demo_synthetic
2026-08-07,brio,brio_cmp_003,brio_ad_009,brio_cr_009,57.41,3952,63,59,5,0,0,demo_synthetic
2026-08-08,brio,brio_cmp_003,brio_ad_009,brio_cr_009,62.16,4176,76,69,2,0,0,demo_synthetic
2026-08-09,brio,brio_cmp_003,brio_ad_009,brio_cr_009,56.9,3902,59,55,0,0,0,demo_synthetic
2026-08-10,brio,brio_cmp_003,brio_ad_009,brio_cr_009,48.23,3347,71,65,4,1,521.99,demo_synthetic
2026-08-11,brio,brio_cmp_003,brio_ad_009,brio_cr_009,46.87,3187,61,58,4,1,563.1,demo_synthetic
2026-08-12,brio,brio_cmp_003,brio_ad_009,brio_cr_009,35.85,2324,31,28,1,0,0,demo_synthetic
2026-08-13,brio,brio_cmp_003,brio_ad_009,brio_cr_009,62.27,4102,66,61,3,0,0,demo_synthetic
2026-08-14,brio,brio_cmp_003,brio_ad_009,brio_cr_009,51.13,3334,62,56,4,0,0,demo_synthetic
2026-08-15,brio,brio_cmp_003,brio_ad_009,brio_cr_009,61.4,4278,77,73,6,0,0,demo_synthetic
2026-08-16,brio,brio_cmp_003,brio_ad_009,brio_cr_009,57.0,3830,61,58,0,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_003,brio_ad_009,brio_cr_009,56.73,4075,77,69,4,0,0,demo_synthetic
2026-08-18,brio,brio_cmp_003,brio_ad_009,brio_cr_009,59.38,3797,54,47,5,0,0,demo_synthetic
2026-08-19,brio,brio_cmp_003,brio_ad_009,brio_cr_009,61.99,4115,82,72,3,0,0,demo_synthetic
2026-08-20,brio,brio_cmp_003,brio_ad_009,brio_cr_009,42.23,2447,52,50,2,0,0,demo_synthetic
2026-08-21,brio,brio_cmp_003,brio_ad_009,brio_cr_009,57.71,3818,70,64,5,0,0,demo_synthetic
2026-08-22,brio,brio_cmp_003,brio_ad_009,brio_cr_009,53.64,3828,45,39,0,0,0,demo_synthetic
2026-08-23,brio,brio_cmp_003,brio_ad_009,brio_cr_009,53.42,3670,58,54,3,1,526.24,demo_synthetic
2026-08-24,brio,brio_cmp_003,brio_ad_009,brio_cr_009,51.06,3617,58,53,3,1,521.4,demo_synthetic
2026-08-25,brio,brio_cmp_003,brio_ad_009,brio_cr_009,51.84,3665,54,49,5,0,0,demo_synthetic
2026-08-26,brio,brio_cmp_003,brio_ad_009,brio_cr_009,50.34,3514,68,65,0,1,521.5,demo_synthetic
2026-08-27,brio,brio_cmp_003,brio_ad_009,brio_cr_009,55.13,4011,66,56,2,1,529.79,demo_synthetic
2026-08-28,brio,brio_cmp_003,brio_ad_009,brio_cr_009,55.85,3953,69,64,4,0,0,demo_synthetic
2026-08-29,brio,brio_cmp_003,brio_ad_009,brio_cr_009,59.46,3880,75,67,4,0,0,demo_synthetic
2026-08-30,brio,brio_cmp_003,brio_ad_009,brio_cr_009,62.05,3818,52,42,1,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_003,brio_ad_009,brio_cr_009,56.18,3797,69,64,1,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_003,brio_ad_009,brio_cr_009,48.2,3562,58,53,3,0,0,demo_synthetic
2026-09-02,brio,brio_cmp_003,brio_ad_009,brio_cr_009,49.04,3936,55,50,3,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_003,brio_ad_009,brio_cr_009,52.47,3319,40,36,4,2,1072.55,demo_synthetic
2026-09-04,brio,brio_cmp_003,brio_ad_009,brio_cr_009,52.69,3416,52,49,2,1,466.37,demo_synthetic
2026-09-05,brio,brio_cmp_003,brio_ad_009,brio_cr_009,50.81,3356,65,61,3,0,0,demo_synthetic
2026-09-06,brio,brio_cmp_003,brio_ad_009,brio_cr_009,57.77,3662,56,55,3,0,0,demo_synthetic
2026-09-07,brio,brio_cmp_003,brio_ad_009,brio_cr_009,61.06,3984,61,56,4,0,0,demo_synthetic
2026-09-08,brio,brio_cmp_003,brio_ad_009,brio_cr_009,52.74,4491,76,57,4,0,0,demo_synthetic
2026-09-09,brio,brio_cmp_003,brio_ad_009,brio_cr_009,52.87,3941,71,62,3,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_003,brio_ad_009,brio_cr_009,61.07,4043,55,48,5,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_003,brio_ad_009,brio_cr_009,53.26,3947,77,69,6,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_003,brio_ad_009,brio_cr_009,54.76,3732,66,63,2,0,0,demo_synthetic
2026-09-13,brio,brio_cmp_003,brio_ad_009,brio_cr_009,45.69,3608,64,60,7,3,1458.91,demo_synthetic
2026-07-16,brio,brio_cmp_003,brio_ad_010,brio_cr_010,45.57,3304,36,33,4,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_003,brio_ad_010,brio_cr_010,44.04,2836,48,47,2,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_003,brio_ad_010,brio_cr_010,64.13,4025,71,60,5,1,478.56,demo_synthetic
2026-07-19,brio,brio_cmp_003,brio_ad_010,brio_cr_010,52.92,3088,54,50,5,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_003,brio_ad_010,brio_cr_010,44.1,2610,44,42,5,1,534.44,demo_synthetic
2026-07-21,brio,brio_cmp_003,brio_ad_010,brio_cr_010,58.18,3339,55,49,3,2,1042.91,demo_synthetic
2026-07-22,brio,brio_cmp_003,brio_ad_010,brio_cr_010,50.45,3328,74,67,5,0,0,demo_synthetic
2026-07-23,brio,brio_cmp_003,brio_ad_010,brio_cr_010,50.65,3306,70,66,2,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_003,brio_ad_010,brio_cr_010,64.18,3874,93,86,3,1,472.29,demo_synthetic
2026-07-25,brio,brio_cmp_003,brio_ad_010,brio_cr_010,62.77,4420,82,76,4,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_003,brio_ad_010,brio_cr_010,51.41,3358,63,55,1,1,502.87,demo_synthetic
2026-07-27,brio,brio_cmp_003,brio_ad_010,brio_cr_010,51.99,3653,70,68,7,1,473.64,demo_synthetic
2026-07-28,brio,brio_cmp_003,brio_ad_010,brio_cr_010,57.37,3647,64,57,0,0,0,demo_synthetic
2026-07-29,brio,brio_cmp_003,brio_ad_010,brio_cr_010,59.48,3157,64,62,6,0,0,demo_synthetic
2026-07-30,brio,brio_cmp_003,brio_ad_010,brio_cr_010,49.2,3094,47,45,6,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_003,brio_ad_010,brio_cr_010,50.49,3318,64,54,5,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_003,brio_ad_010,brio_cr_010,48.34,3254,65,62,7,0,0,demo_synthetic
2026-08-02,brio,brio_cmp_003,brio_ad_010,brio_cr_010,58.18,4068,78,68,4,0,0,demo_synthetic
2026-08-03,brio,brio_cmp_003,brio_ad_010,brio_cr_010,56.48,4453,77,68,8,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_003,brio_ad_010,brio_cr_010,55.76,3325,68,59,4,0,0,demo_synthetic
2026-08-05,brio,brio_cmp_003,brio_ad_010,brio_cr_010,53.99,3320,40,37,3,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_003,brio_ad_010,brio_cr_010,60.38,3413,76,69,2,0,0,demo_synthetic
2026-08-07,brio,brio_cmp_003,brio_ad_010,brio_cr_010,58.91,3655,80,73,6,3,1490.94,demo_synthetic
2026-08-08,brio,brio_cmp_003,brio_ad_010,brio_cr_010,60.68,3996,74,71,3,0,0,demo_synthetic
2026-08-09,brio,brio_cmp_003,brio_ad_010,brio_cr_010,56.26,3081,48,45,1,0,0,demo_synthetic
2026-08-10,brio,brio_cmp_003,brio_ad_010,brio_cr_010,40.62,2400,36,32,1,0,0,demo_synthetic
2026-08-11,brio,brio_cmp_003,brio_ad_010,brio_cr_010,52.04,2973,55,47,0,0,0,demo_synthetic
2026-08-12,brio,brio_cmp_003,brio_ad_010,brio_cr_010,45.52,2761,39,35,3,1,466.34,demo_synthetic
2026-08-13,brio,brio_cmp_003,brio_ad_010,brio_cr_010,51.58,3229,60,56,2,0,0,demo_synthetic
2026-08-14,brio,brio_cmp_003,brio_ad_010,brio_cr_010,40.35,2346,54,49,1,0,0,demo_synthetic
2026-08-15,brio,brio_cmp_003,brio_ad_010,brio_cr_010,52.6,3173,64,59,6,1,483.06,demo_synthetic
2026-08-16,brio,brio_cmp_003,brio_ad_010,brio_cr_010,47.41,2735,46,43,2,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_003,brio_ad_010,brio_cr_010,52.93,3234,49,49,3,0,0,demo_synthetic
2026-08-18,brio,brio_cmp_003,brio_ad_010,brio_cr_010,57.36,3275,62,58,2,0,0,demo_synthetic
2026-08-19,brio,brio_cmp_003,brio_ad_010,brio_cr_010,53.58,3321,57,50,6,1,486.95,demo_synthetic
2026-08-20,brio,brio_cmp_003,brio_ad_010,brio_cr_010,57.76,3948,80,74,4,0,0,demo_synthetic
2026-08-21,brio,brio_cmp_003,brio_ad_010,brio_cr_010,50.85,3393,63,56,6,1,534.48,demo_synthetic
2026-08-22,brio,brio_cmp_003,brio_ad_010,brio_cr_010,65.95,3873,68,60,2,0,0,demo_synthetic
2026-08-23,brio,brio_cmp_003,brio_ad_010,brio_cr_010,61.91,4091,67,62,9,0,0,demo_synthetic
2026-08-24,brio,brio_cmp_003,brio_ad_010,brio_cr_010,44.37,2910,38,35,1,0,0,demo_synthetic
2026-08-25,brio,brio_cmp_003,brio_ad_010,brio_cr_010,37.76,2446,40,37,3,0,0,demo_synthetic
2026-08-26,brio,brio_cmp_003,brio_ad_010,brio_cr_010,59.2,3723,70,64,1,1,592.81,demo_synthetic
2026-08-27,brio,brio_cmp_003,brio_ad_010,brio_cr_010,50.31,3198,54,51,4,0,0,demo_synthetic
2026-08-28,brio,brio_cmp_003,brio_ad_010,brio_cr_010,52.04,3499,56,52,4,0,0,demo_synthetic
2026-08-29,brio,brio_cmp_003,brio_ad_010,brio_cr_010,63.7,4031,91,87,14,1,534.58,demo_synthetic
2026-08-30,brio,brio_cmp_003,brio_ad_010,brio_cr_010,53.31,3331,76,72,4,1,453.32,demo_synthetic
2026-08-31,brio,brio_cmp_003,brio_ad_010,brio_cr_010,56.46,4000,74,65,2,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_003,brio_ad_010,brio_cr_010,51.05,2658,52,49,5,0,0,demo_synthetic
2026-09-02,brio,brio_cmp_003,brio_ad_010,brio_cr_010,63.77,4310,76,66,2,3,1387.65,demo_synthetic
2026-09-03,brio,brio_cmp_003,brio_ad_010,brio_cr_010,56.74,3494,78,65,4,1,515.55,demo_synthetic
2026-09-04,brio,brio_cmp_003,brio_ad_010,brio_cr_010,56.71,2961,57,55,2,0,0,demo_synthetic
2026-09-05,brio,brio_cmp_003,brio_ad_010,brio_cr_010,58.3,3849,86,84,4,0,0,demo_synthetic
2026-09-06,brio,brio_cmp_003,brio_ad_010,brio_cr_010,46.07,2737,56,53,4,2,1030.38,demo_synthetic
2026-09-07,brio,brio_cmp_003,brio_ad_010,brio_cr_010,71.93,5243,104,99,11,2,1020.53,demo_synthetic
2026-09-08,brio,brio_cmp_003,brio_ad_010,brio_cr_010,53.26,3087,60,53,1,1,515.37,demo_synthetic
2026-09-09,brio,brio_cmp_003,brio_ad_010,brio_cr_010,66.61,4503,93,85,5,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_003,brio_ad_010,brio_cr_010,47.84,2851,55,49,6,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_003,brio_ad_010,brio_cr_010,58.77,3667,52,49,3,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_003,brio_ad_010,brio_cr_010,65.38,4378,68,63,4,1,413.63,demo_synthetic
2026-09-13,brio,brio_cmp_003,brio_ad_010,brio_cr_010,47.62,3219,53,52,1,1,578.7,demo_synthetic
2026-07-16,brio,brio_cmp_003,brio_ad_011,brio_cr_011,56.72,4100,55,48,4,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_003,brio_ad_011,brio_cr_011,55.44,3820,52,49,6,1,538.64,demo_synthetic
2026-07-18,brio,brio_cmp_003,brio_ad_011,brio_cr_011,50.91,3515,67,57,3,0,0,demo_synthetic
2026-07-19,brio,brio_cmp_003,brio_ad_011,brio_cr_011,53.44,3800,55,52,4,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_003,brio_ad_011,brio_cr_011,46.3,3328,70,65,3,0,0,demo_synthetic
2026-07-21,brio,brio_cmp_003,brio_ad_011,brio_cr_011,45.39,3302,44,42,4,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_003,brio_ad_011,brio_cr_011,53.0,3585,76,72,1,1,491.4,demo_synthetic
2026-07-23,brio,brio_cmp_003,brio_ad_011,brio_cr_011,49.7,3783,67,60,7,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_003,brio_ad_011,brio_cr_011,71.11,5265,81,74,6,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_003,brio_ad_011,brio_cr_011,47.05,3623,67,64,6,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_003,brio_ad_011,brio_cr_011,50.14,3845,66,60,4,0,0,demo_synthetic
2026-07-27,brio,brio_cmp_003,brio_ad_011,brio_cr_011,60.48,4387,86,78,5,2,985.56,demo_synthetic
2026-07-28,brio,brio_cmp_003,brio_ad_011,brio_cr_011,49.69,3222,41,37,1,0,0,demo_synthetic
2026-07-29,brio,brio_cmp_003,brio_ad_011,brio_cr_011,48.5,3614,73,64,6,1,545.01,demo_synthetic
2026-07-30,brio,brio_cmp_003,brio_ad_011,brio_cr_011,55.53,4784,103,97,8,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_003,brio_ad_011,brio_cr_011,53.46,3673,79,74,3,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_003,brio_ad_011,brio_cr_011,55.49,4484,110,96,5,1,464.71,demo_synthetic
2026-08-02,brio,brio_cmp_003,brio_ad_011,brio_cr_011,48.86,3433,68,59,4,0,0,demo_synthetic
2026-08-03,brio,brio_cmp_003,brio_ad_011,brio_cr_011,51.19,3427,59,56,5,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_003,brio_ad_011,brio_cr_011,40.72,3164,69,66,4,0,0,demo_synthetic
2026-08-05,brio,brio_cmp_003,brio_ad_011,brio_cr_011,54.8,4086,84,74,4,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_003,brio_ad_011,brio_cr_011,47.29,3178,58,55,5,1,513.9,demo_synthetic
2026-08-07,brio,brio_cmp_003,brio_ad_011,brio_cr_011,48.68,3569,58,52,6,0,0,demo_synthetic
2026-08-08,brio,brio_cmp_003,brio_ad_011,brio_cr_011,43.37,3824,102,95,5,1,514.37,demo_synthetic
2026-08-09,brio,brio_cmp_003,brio_ad_011,brio_cr_011,65.57,4656,85,76,6,0,0,demo_synthetic
2026-08-10,brio,brio_cmp_003,brio_ad_011,brio_cr_011,43.08,3170,48,43,3,0,0,demo_synthetic
2026-08-11,brio,brio_cmp_003,brio_ad_011,brio_cr_011,50.77,3812,71,70,7,1,562.46,demo_synthetic
2026-08-12,brio,brio_cmp_003,brio_ad_011,brio_cr_011,42.23,2779,48,43,3,0,0,demo_synthetic
2026-08-13,brio,brio_cmp_003,brio_ad_011,brio_cr_011,52.35,3527,68,62,4,1,502.02,demo_synthetic
2026-08-14,brio,brio_cmp_003,brio_ad_011,brio_cr_011,48.44,3672,46,44,2,1,480.7,demo_synthetic
2026-08-15,brio,brio_cmp_003,brio_ad_011,brio_cr_011,54.23,4060,50,45,2,0,0,demo_synthetic
2026-08-16,brio,brio_cmp_003,brio_ad_011,brio_cr_011,46.84,3594,78,74,3,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_003,brio_ad_011,brio_cr_011,53.09,4273,68,65,3,0,0,demo_synthetic
2026-08-18,brio,brio_cmp_003,brio_ad_011,brio_cr_011,51.95,4264,52,50,1,0,0,demo_synthetic
2026-08-19,brio,brio_cmp_003,brio_ad_011,brio_cr_011,51.42,4023,67,64,6,1,562.63,demo_synthetic
2026-08-20,brio,brio_cmp_003,brio_ad_011,brio_cr_011,70.2,5307,77,72,2,1,587.32,demo_synthetic
2026-08-21,brio,brio_cmp_003,brio_ad_011,brio_cr_011,52.57,3844,64,57,4,0,0,demo_synthetic
2026-08-22,brio,brio_cmp_003,brio_ad_011,brio_cr_011,50.16,3584,61,53,4,1,445.96,demo_synthetic
2026-08-23,brio,brio_cmp_003,brio_ad_011,brio_cr_011,67.76,5646,100,85,5,0,0,demo_synthetic
2026-08-24,brio,brio_cmp_003,brio_ad_011,brio_cr_011,53.27,4124,86,76,6,0,0,demo_synthetic
2026-08-25,brio,brio_cmp_003,brio_ad_011,brio_cr_011,51.52,3524,63,51,4,0,0,demo_synthetic
2026-08-26,brio,brio_cmp_003,brio_ad_011,brio_cr_011,67.78,4345,59,52,2,0,0,demo_synthetic
2026-08-27,brio,brio_cmp_003,brio_ad_011,brio_cr_011,57.77,4828,81,77,8,0,0,demo_synthetic
2026-08-28,brio,brio_cmp_003,brio_ad_011,brio_cr_011,54.96,3464,68,65,6,0,0,demo_synthetic
2026-08-29,brio,brio_cmp_003,brio_ad_011,brio_cr_011,50.52,3940,73,69,12,0,0,demo_synthetic
2026-08-30,brio,brio_cmp_003,brio_ad_011,brio_cr_011,77.3,5906,102,93,8,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_003,brio_ad_011,brio_cr_011,51.35,3536,60,51,4,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_003,brio_ad_011,brio_cr_011,53.29,4202,56,52,4,0,0,demo_synthetic
2026-09-02,brio,brio_cmp_003,brio_ad_011,brio_cr_011,56.53,3633,71,58,5,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_003,brio_ad_011,brio_cr_011,49.11,3263,67,62,8,2,938.04,demo_synthetic
2026-09-04,brio,brio_cmp_003,brio_ad_011,brio_cr_011,44.93,3397,65,60,7,0,0,demo_synthetic
2026-09-05,brio,brio_cmp_003,brio_ad_011,brio_cr_011,51.43,3742,77,72,7,2,979.89,demo_synthetic
2026-09-06,brio,brio_cmp_003,brio_ad_011,brio_cr_011,46.62,2919,56,53,6,1,412.61,demo_synthetic
2026-09-07,brio,brio_cmp_003,brio_ad_011,brio_cr_011,49.66,3356,54,51,5,1,528.86,demo_synthetic
2026-09-08,brio,brio_cmp_003,brio_ad_011,brio_cr_011,40.9,2884,61,53,4,0,0,demo_synthetic
2026-09-09,brio,brio_cmp_003,brio_ad_011,brio_cr_011,49.29,3626,72,66,6,1,506.38,demo_synthetic
2026-09-10,brio,brio_cmp_003,brio_ad_011,brio_cr_011,48.21,3601,50,46,2,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_003,brio_ad_011,brio_cr_011,47.05,3940,73,61,5,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_003,brio_ad_011,brio_cr_011,49.74,3314,53,51,3,0,0,demo_synthetic
2026-09-13,brio,brio_cmp_003,brio_ad_011,brio_cr_011,55.86,4309,79,75,6,0,0,demo_synthetic
2026-07-16,brio,brio_cmp_003,brio_ad_012,brio_cr_012,56.29,3978,64,57,3,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_003,brio_ad_012,brio_cr_012,47.8,3357,45,40,2,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_003,brio_ad_012,brio_cr_012,50.23,3657,64,54,6,0,0,demo_synthetic
2026-07-19,brio,brio_cmp_003,brio_ad_012,brio_cr_012,57.25,4681,82,74,8,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_003,brio_ad_012,brio_cr_012,60.95,4616,99,94,7,0,0,demo_synthetic
2026-07-21,brio,brio_cmp_003,brio_ad_012,brio_cr_012,53.69,3897,65,62,8,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_003,brio_ad_012,brio_cr_012,51.99,3976,52,44,1,0,0,demo_synthetic
2026-07-23,brio,brio_cmp_003,brio_ad_012,brio_cr_012,46.69,3661,65,60,4,1,495.58,demo_synthetic
2026-07-24,brio,brio_cmp_003,brio_ad_012,brio_cr_012,55.06,3612,61,58,2,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_003,brio_ad_012,brio_cr_012,50.93,3556,60,58,5,1,581.56,demo_synthetic
2026-07-26,brio,brio_cmp_003,brio_ad_012,brio_cr_012,57.34,3942,66,58,1,0,0,demo_synthetic
2026-07-27,brio,brio_cmp_003,brio_ad_012,brio_cr_012,53.67,3878,72,59,3,0,0,demo_synthetic
2026-07-28,brio,brio_cmp_003,brio_ad_012,brio_cr_012,60.63,4118,63,56,6,0,0,demo_synthetic
2026-07-29,brio,brio_cmp_003,brio_ad_012,brio_cr_012,54.33,3895,63,56,4,0,0,demo_synthetic
2026-07-30,brio,brio_cmp_003,brio_ad_012,brio_cr_012,49.78,4037,61,52,5,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_003,brio_ad_012,brio_cr_012,53.16,4200,73,66,4,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_003,brio_ad_012,brio_cr_012,51.7,3905,78,75,6,0,0,demo_synthetic
2026-08-02,brio,brio_cmp_003,brio_ad_012,brio_cr_012,48.94,3367,51,49,1,0,0,demo_synthetic
2026-08-03,brio,brio_cmp_003,brio_ad_012,brio_cr_012,52.94,3736,68,61,3,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_003,brio_ad_012,brio_cr_012,46.51,3289,62,52,2,1,424.78,demo_synthetic
2026-08-05,brio,brio_cmp_003,brio_ad_012,brio_cr_012,63.06,4624,76,70,3,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_003,brio_ad_012,brio_cr_012,57.66,4334,76,68,7,0,0,demo_synthetic
2026-08-07,brio,brio_cmp_003,brio_ad_012,brio_cr_012,55.33,3877,64,59,5,0,0,demo_synthetic
2026-08-08,brio,brio_cmp_003,brio_ad_012,brio_cr_012,59.83,4991,106,96,3,0,0,demo_synthetic
2026-08-09,brio,brio_cmp_003,brio_ad_012,brio_cr_012,66.99,5392,92,82,4,2,1069.16,demo_synthetic
2026-08-10,brio,brio_cmp_003,brio_ad_012,brio_cr_012,45.78,3545,55,45,2,1,490.36,demo_synthetic
2026-08-11,brio,brio_cmp_003,brio_ad_012,brio_cr_012,56.76,4126,73,70,5,0,0,demo_synthetic
2026-08-12,brio,brio_cmp_003,brio_ad_012,brio_cr_012,60.87,4490,75,71,6,1,474.51,demo_synthetic
2026-08-13,brio,brio_cmp_003,brio_ad_012,brio_cr_012,53.76,3946,48,41,2,0,0,demo_synthetic
2026-08-14,brio,brio_cmp_003,brio_ad_012,brio_cr_012,46.41,3884,69,62,5,0,0,demo_synthetic
2026-08-15,brio,brio_cmp_003,brio_ad_012,brio_cr_012,52.91,3672,59,53,2,1,513.49,demo_synthetic
